latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
-4.35927,-58.6386,319.15,0.41,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,296.39,1.93,N
-4.35869,-58.64225,308.13,0.41,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,295.86,1.68,N
-4.35854,-59.98959,316.6,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,296.4,1.8,N
-4.34941,-55.65414,337.87,0.4,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,297.97,2.08,N
-4.34886,-55.65767,325.14,0.4,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,296.97,2.08,N
-4.34606,-55.65361,311.89,0.4,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,296.04,2.08,N
-4.34551,-55.65715,307.64,0.4,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,296.26,2.08,N
-4.34422,-54.7794,308.67,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,294.15,0.86,N
-4.33503,-54.81657,306.3,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,293.76,5.15,N
-4.33445,-54.82034,344.34,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,298.74,5.15,N
-4.33334,-54.65099,306.12,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,294.02,0.74,N
-4.33274,-54.6548,305.94,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,293.98,0.55,N
-4.33101,-54.81977,311.43,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,294.15,5.15,N
-4.33101,-54.79673,307.68,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,293.92,4.14,N
-4.33039,-55.64387,307.49,0.4,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,295.67,1.28,N
-4.32987,-54.65048,310,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,294.29,1.17,N
-4.32871,-54.79377,313.72,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,295.6,5.23,N
-4.32813,-54.79753,349.82,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,298.48,5.23,N
-4.32756,-54.79621,350.56,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,299.22,4.14,N
-4.32754,-54.80127,317.49,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,293.7,2.73,N
-4.32699,-54.79996,334.81,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,294.94,4.32,N
-4.32652,-55.05482,307.56,0.41,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,294.45,0.99,N
-4.32641,-54.64996,313.39,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,294.93,1.17,N
-4.32581,-54.65377,306.22,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,293.98,1.2,N
-4.32527,-54.79325,329.6,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,295.93,5.23,N
-4.32468,-54.79701,354.78,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,300.13,5.23,N
-4.32254,-55.05798,317.59,0.41,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,294.49,2.01,N
-4.32252,-55.03543,314.32,0.41,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,294.84,1.6,N
-4.32201,-55.28614,306.13,0.41,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,295.19,1.29,N
-4.31639,-59.99969,310.04,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,295.76,1.66,N
-4.31535,-54.67553,339.65,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,295.59,2.94,N
-4.31503,-59.71708,332.43,0.45,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,297.7,4.46,N
-4.31483,-59.71626,333.66,0.45,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,297.66,4.23,N
-4.31476,-54.67932,306.25,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,293.6,2.94,N
-4.31402,-55.0453,304.77,0.41,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,293.64,1.05,N
-4.3128,-59.99912,306.55,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,295.48,0.98,N
-4.31149,-59.71649,326.16,0.45,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,298.29,4.46,N
-4.31129,-59.71565,321.74,0.45,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,297.87,4.23,N
-4.31127,-55.19876,315.2,0.41,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,294.45,1.61,N
-4.31107,-50.60485,309.06,0.48,0.48,2023-10-08,510,1,VIIRS,n,2.0NRT,292.13,1.3,N
-4.31088,-50.60651,314.44,0.48,0.48,2023-10-08,510,1,VIIRS,n,2.0NRT,292.06,1.54,N
-4.31085,-59.7205,309.15,0.45,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,296.81,1.19,N
-4.31064,-59.71967,313.32,0.45,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,297.36,1.58,N
-4.31046,-50.60907,305.74,0.48,0.48,2023-10-08,510,1,VIIRS,n,2.0NRT,291.89,0.97,N
-4.3044,-59.71532,318.07,0.45,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,297.8,3.43,N
-4.30235,-50.5441,311.77,0.48,0.48,2023-10-08,510,1,VIIRS,n,2.0NRT,292,1.77,N
-4.30149,-59.71074,314.58,0.45,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,297.1,1.67,N
-4.30086,-59.71474,324.1,0.45,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,297.68,1.67,N
-4.2986,-59.95042,322.15,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,296.41,1.63,N
-4.29793,-59.95452,306.36,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,295.63,1.63,N
-4.29735,-53.70648,304.51,0.47,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,293.55,1.05,N
-4.29731,-59.71418,316.42,0.45,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,297.05,1.67,N
-4.29437,-53.70176,303.67,0.47,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,293.28,1.06,N
-4.29377,-59.7136,318.41,0.45,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,296.4,1.21,N
-4.29374,-53.70593,308.37,0.47,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,293.55,1.5,N
-4.29311,-53.71009,314.01,0.47,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,293.69,1.5,N
-4.29022,-59.71302,309.62,0.45,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,295.52,1.21,N
-4.28982,-55.01991,306.91,0.41,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,294.3,0.66,N
-4.28958,-59.71705,310.44,0.45,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,295.89,1.67,N
-4.28318,-59.75723,312,0.45,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,296.81,1.49,N
-4.27673,-55.19732,307.98,0.41,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,294,0.82,N
-4.27593,-55.13084,305.81,0.41,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,293.78,0.96,N
-4.24526,-55.51367,322.07,0.4,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,295.7,2.16,N
-4.24509,-62.15348,305.6,0.41,0.45,2023-10-08,510,1,VIIRS,n,2.0NRT,293.7,1.11,N
-4.24203,-49.67305,312.24,0.55,0.51,2023-10-08,510,1,VIIRS,n,2.0NRT,293.25,1.46,N
-4.23982,-62.23534,315.18,0.41,0.45,2023-10-08,510,1,VIIRS,n,2.0NRT,294.93,2.2,N
-4.23925,-49.67465,327.92,0.55,0.51,2023-10-08,510,1,VIIRS,n,2.0NRT,293.36,4.47,N
-4.23792,-45.76942,304.48,0.52,0.67,2023-10-08,510,1,VIIRS,n,2.0NRT,287.24,1.89,N
-4.23734,-49.67237,312.01,0.55,0.51,2023-10-08,510,1,VIIRS,n,2.0NRT,293.34,1.39,N
-4.23725,-45.77398,299.21,0.52,0.66,2023-10-08,510,1,VIIRS,n,2.0NRT,287.28,1.89,N
-4.23659,-49.67731,315.4,0.55,0.51,2023-10-08,510,1,VIIRS,n,2.0NRT,293.09,3.53,N
-4.23305,-50.97255,323.92,0.45,0.47,2023-10-08,510,1,VIIRS,n,2.0NRT,294.03,2.73,N
-4.23246,-45.76414,300.47,0.52,0.67,2023-10-08,510,1,VIIRS,n,2.0NRT,287.14,3.19,N
-4.23243,-50.10728,312.79,0.51,0.5,2023-10-08,510,1,VIIRS,n,2.0NRT,292.15,1.88,N
-4.23242,-50.97672,318.36,0.45,0.47,2023-10-08,510,1,VIIRS,n,2.0NRT,293.05,2.73,N
-4.2318,-45.76871,314.89,0.52,0.67,2023-10-08,510,1,VIIRS,n,2.0NRT,287.69,1.89,N
-4.23114,-45.77324,323.2,0.52,0.66,2023-10-08,510,1,VIIRS,n,2.0NRT,287.96,1.89,N
-4.22879,-50.9718,303.81,0.45,0.47,2023-10-08,510,1,VIIRS,n,2.0NRT,291.96,0.66,N
-4.22443,-53.76499,303.29,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,293.01,1.23,N
-4.2238,-53.7691,317.07,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,293.3,1.23,N
-4.22283,-54.70795,311.32,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,294.34,1.31,N
-4.21997,-54.70361,305.95,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,294.12,1.15,N
-4.21938,-54.7074,305.17,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,293.83,1.09,N
-4.21677,-59.98889,306.58,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,295.86,1.34,N
-4.21605,-59.87938,323.88,0.45,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,296.09,2.59,N
-4.20944,-51.07104,315.17,0.44,0.46,2023-10-08,510,1,VIIRS,n,2.0NRT,292.31,2.13,N
-4.20518,-51.07045,309.5,0.44,0.46,2023-10-08,510,1,VIIRS,n,2.0NRT,292.13,1.06,N
-4.19513,-54.72702,310.31,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,294.34,1.99,N
-4.19503,-55.27096,307.06,0.4,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,295.21,1.77,N
-4.19454,-54.73082,329.08,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,294.96,1.99,N
-4.19215,-55.24476,312.64,0.41,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,295.48,1.52,N
-4.17614,-55.50373,311.23,0.4,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,294.91,0.71,N
-4.17558,-55.50731,304.54,0.4,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,294.54,0.71,N
-4.1653,-56.02879,305.54,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,295.29,1.08,N
-4.16197,-56.02828,311.5,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,295.51,2.35,N
-4.16089,-56.03525,318.56,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,295.29,1.94,N
-4.15811,-56.03125,335.39,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,297.75,2.35,N
-4.15537,-53.70021,303.78,0.47,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,292.7,0.74,N
-4.14446,-59.92367,315.54,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,297.37,3.09,N
-4.14424,-55.83971,307.39,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,295.39,1.7,N
-4.1409,-55.8392,332.05,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,297.73,1.7,N
-4.14035,-55.8427,312.39,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,296.38,1.7,N
-4.1383,-59.89325,317.07,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,297.42,1.87,N
-4.13812,-55.83516,307.41,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,295.65,0.77,N
-4.13764,-59.89736,314.61,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,297.79,1.87,N
-4.13537,-59.88858,312.38,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,296.48,1.35,N
-4.13471,-59.89267,309.31,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,297.29,1.67,N
-4.13406,-59.89676,311.75,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,296.69,1.67,N
-4.12948,-54.24161,317.93,0.44,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,293.98,2.48,N
-4.12755,-59.89153,314.57,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,297.51,2.49,N
-4.12528,-59.88277,308.7,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,296.22,2.18,N
-4.12436,-54.20446,325.82,0.44,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,294.66,1.66,N
-4.12376,-54.2084,310.38,0.44,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,293.76,1.66,N
-4.1217,-59.88219,311.06,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,296.65,1.23,N
-4.12104,-59.88629,310.77,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,296.47,1.23,N
-4.12084,-54.20391,307.88,0.44,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,293.93,1.66,N
-4.11907,-59.89857,311.88,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,296.74,1.44,N
-4.11812,-59.88163,314.66,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,296.52,1.23,N
-4.11548,-59.89801,312.9,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,296.84,1.44,N
-4.10795,-59.15737,308.6,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,295.86,0.66,N
-4.10449,-59.1568,308.8,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,296.01,0.66,N
-4.09907,-55.41114,305.25,0.4,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,295.04,0.71,N
-4.09645,-50.86982,318.19,0.46,0.47,2023-10-08,510,1,VIIRS,n,2.0NRT,292.28,1.9,N
-4.08952,-55.42809,307.27,0.4,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,295.48,1.26,N
-4.08139,-54.03615,302.65,0.45,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,292.44,1.1,N
-4.08076,-54.04022,316.85,0.45,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,293.92,1.1,N
-4.07721,-54.03968,310.29,0.45,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,293.66,1.15,N
-4.07255,-50.88286,308.43,0.45,0.47,2023-10-08,510,1,VIIRS,n,2.0NRT,292.15,1.57,N
-4.06642,-56.22787,325.73,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,295.86,2.53,N
-4.06322,-51.00556,311.4,0.45,0.47,2023-10-08,510,1,VIIRS,n,2.0NRT,292.4,1.65,N
-4.05327,-54.87412,309.03,0.42,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,294.75,1.27,N
-4.04674,-54.09641,310.02,0.45,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,293.89,1.44,N
-4.04114,-54.29656,306.81,0.44,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,294.41,0.93,N
-4.03231,-56.27224,327.65,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,296.99,3.89,N
-4.02303,-55.54567,313.37,0.4,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,295.51,1.23,N
-4.01968,-55.54514,306.9,0.4,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,295.68,1.37,N
-4.01269,-54.38802,314.38,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,295,3.57,N
-4.01209,-54.3919,335.78,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,296.04,3.57,N
-4.01166,-59.79919,320.91,0.45,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,297.19,1.3,N
-4.0115,-54.39574,315.51,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,295.14,1.97,N
-4.011,-59.80327,306.82,0.45,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,296.19,1.3,N
-4.0092,-54.38749,322.67,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,295.67,3.79,N
-4.00861,-54.39134,330.19,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,296.27,3.79,N
-4.00571,-54.38694,333.33,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,296,3.79,N
-4.00512,-54.39078,345.14,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,298.17,3.79,N
-4.00472,-56.07929,328.18,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,296.97,3.54,N
-4.00417,-56.08276,343.02,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,299.56,10.59,N
-3.9991,-54.45301,335.78,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,296.53,13.96,N
-3.99688,-54.62791,319.41,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,295.75,1.67,N
-3.99563,-54.45247,347.79,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,300.14,13.96,N
-3.99504,-54.45628,309.68,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,295.15,4.24,N
-3.99215,-54.45191,309.76,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,294.79,1.46,N
-3.99156,-54.45572,313.85,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,295.23,1.93,N
-3.99075,-56.25478,313.7,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,295.82,1.57,N
-3.98926,-53.73984,307.31,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,293.41,0.78,N
-3.98863,-53.74394,303.69,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,292.9,0.78,N
-3.98634,-54.46655,305.5,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,294.88,1.73,N
-3.98348,-55.38988,313.81,0.4,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,294.88,1.6,N
-3.98292,-55.39346,343.27,0.4,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,297.32,5.05,N
-3.98287,-54.46596,328.33,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,296.47,3.67,N
-3.98228,-54.46977,314.67,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,295.27,1.58,N
-3.98067,-55.38578,308.23,0.4,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,294.4,1.6,N
-3.98011,-55.38937,325.37,0.4,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,295.71,1.6,N
-3.97998,-54.46157,331.61,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,296.29,3.67,N
-3.97956,-55.39294,342.55,0.4,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,297.42,5.05,N
-3.9794,-54.46538,330.65,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,296.75,3.67,N
-3.97881,-54.46918,315.94,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,295.48,1.58,N
-3.97748,-56.03588,306.59,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,296.08,0.61,N
-3.97651,-54.46097,342.22,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,297.09,2.32,N
-3.97593,-54.46479,305.42,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,294.88,2.32,N
-3.97534,-54.46861,305.5,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,294.49,0.81,N
-3.97304,-54.46037,310.19,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,294.64,2.32,N
-3.97245,-54.46421,311.36,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,294.58,2.32,N
-3.97187,-54.46804,306.99,0.43,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,294.31,0.81,N
-3.97059,-55.42831,320.15,0.4,0.37,2023-10-08,510,1,VIIRS,n,2.0NRT,296.24,2.72,N
-3.96628,-60.0112,321.08,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,297.32,3.21,N
-3.96267,-60.01061,316.12,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,296.59,1.93,N
-3.96189,-53.79891,326.93,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,295.16,2.55,N
-3.95948,-49.4449,306.46,0.57,0.52,2023-10-08,510,1,VIIRS,n,2.0NRT,292.97,1.65,N
-3.95874,-49.44994,320.13,0.57,0.52,2023-10-08,510,1,VIIRS,n,2.0NRT,293.25,2.64,N
-3.95831,-53.79835,312.3,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,294.25,2.55,N
-3.95767,-53.80257,305.01,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,293.84,1.8,N
-3.95585,-56.02182,325.47,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,296.85,2.19,N
-3.94883,-59.90372,308.59,0.46,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,296.51,1.14,N
-3.94838,-56.11329,323.96,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,296.76,2.62,N
-3.93826,-55.89762,308.89,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,296.15,1.32,N
-3.92931,-52.25485,306.52,0.55,0.43,2023-10-08,510,1,VIIRS,n,2.0NRT,292.85,1.21,N
-3.92539,-52.25428,305.57,0.55,0.43,2023-10-08,510,1,VIIRS,n,2.0NRT,292.86,1.58,N
-3.92261,-56.01669,307.18,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,295.59,0.92,N
-3.92207,-56.02018,319.12,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,295.66,1.53,N
-3.92098,-56.02715,306.41,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,295.9,0.77,N
-3.91807,-55.78678,312.36,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,296.22,1.21,N
-3.90231,-53.47596,306.46,0.47,0.4,2023-10-08,510,1,VIIRS,n,2.0NRT,293.7,0.85,N
-3.9016,-56.17355,310.35,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,296.06,1.46,N
-3.90147,-51.86442,305.34,0.39,0.44,2023-10-08,510,1,VIIRS,n,2.0NRT,292.34,1,N
-3.90093,-51.8679,304.49,0.39,0.44,2023-10-08,510,1,VIIRS,n,2.0NRT,292.64,1,N
-3.89725,-55.91996,309.26,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,295.39,0.88,N
-3.89001,-59.54269,315.75,0.44,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,296.64,1.74,N
-3.88938,-59.54668,322.74,0.44,0.39,2023-10-08,510,1,VIIRS,n,2.0NRT,296.88,1.74,N
-3.88572,-56.18882,310.59,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,295.68,1.52,N
-3.88095,-54.65303,311.1,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,294.59,1.22,N
-3.88033,-55.80972,312.55,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,295.92,2.57,N
-3.87978,-55.81323,323.29,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,296.59,2.96,N
-3.87754,-55.80569,306.3,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,295.65,0.94,N
-3.87699,-55.80921,315.46,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,295.68,0.94,N
-3.87662,-55.87736,306.64,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,295.4,1.09,N
-3.87645,-55.81272,317.43,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,295.74,2.34,N
-3.87366,-55.80869,305.32,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,295.18,0.94,N
-3.8668,-55.74283,306.21,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,295.41,0.97,N
-3.86625,-55.74634,312.14,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,296.05,1.69,N
-3.86578,-50.0558,313.31,0.51,0.5,2023-10-08,510,1,VIIRS,n,2.0NRT,292.19,1.69,N
-3.8649,-50.05278,306.07,0.51,0.5,2023-10-08,510,1,VIIRS,n,2.0NRT,292.26,1.44,N
-3.8642,-50.0574,310.09,0.51,0.5,2023-10-08,510,1,VIIRS,n,2.0NRT,292.17,1.24,N
-3.86346,-55.74232,307.18,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,295.61,0.97,N
-3.85587,-55.98858,307.47,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,295.49,1.38,N
-3.84607,-58.91167,312.85,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,295.95,1.83,N
-3.84547,-58.91542,322.09,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,296.85,1.83,N
-3.84487,-58.91916,342.26,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,299.51,10.4,N
-3.84382,-58.90362,311.36,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,295.48,1.66,N
-3.84323,-58.90736,324.65,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,296.88,1.66,N
-3.84263,-58.91112,334.47,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,298.15,2.99,N
-3.84203,-58.91486,337.2,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,298.82,2.99,N
-3.84199,-60.67981,315.07,0.5,0.41,2023-10-08,510,1,VIIRS,n,2.0NRT,295.16,2.28,N
-3.84143,-58.91861,344.45,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,299.78,4.67,N
-3.84038,-58.90306,325.33,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,296.66,1.66,N
-3.83989,-59.49403,314.58,0.44,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,298.05,2.98,N
-3.83979,-58.90681,309.92,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,296.06,1.66,N
-3.83919,-58.91056,325.09,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,297.33,2.99,N
-3.83861,-59.50194,315.61,0.44,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,298.29,1.87,N
-3.83859,-58.91431,317.58,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,297.01,2.99,N
-3.83809,-55.97156,313.51,0.39,0.36,2023-10-08,510,1,VIIRS,n,2.0NRT,295.21,1.29,N
-3.83799,-58.91806,322.21,0.42,0.38,2023-10-08,510,1,VIIRS,n,2.0NRT,297.38,4.67,N
