latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
-17.4115,36.07268,347.6,0.46,0.39,2023-10-08,1100,1,VIIRS,n,2.0NRT,322,13.18,D
-17.41119,33.24123,340.12,0.44,0.46,2023-10-08,1100,1,VIIRS,l,2.0NRT,311.33,3.78,D
-17.41032,35.86039,349.47,0.47,0.39,2023-10-08,1100,1,VIIRS,l,2.0NRT,314.52,9.39,D
-17.41014,35.85759,341.26,0.47,0.39,2023-10-08,1100,1,VIIRS,l,2.0NRT,315.95,4.74,D
-17.40977,35.58596,349.29,0.48,0.4,2023-10-08,1100,1,VIIRS,n,2.0NRT,313.91,9.79,D
-17.40953,35.86199,338.97,0.47,0.39,2023-10-08,1100,1,VIIRS,l,2.0NRT,313.96,4.74,D
-17.40899,36.88026,339.43,0.42,0.38,2023-10-08,1100,1,VIIRS,l,2.0NRT,311.36,3.28,D
-17.40819,30.43497,346.08,0.33,0.55,2023-10-08,1100,1,VIIRS,n,2.0NRT,313.62,28.03,D
-17.40695,33.24062,355.36,0.44,0.46,2023-10-08,1100,1,VIIRS,n,2.0NRT,312.3,5.29,D
-17.40662,36.87176,338.36,0.42,0.38,2023-10-08,1100,1,VIIRS,l,2.0NRT,312.64,2.35,D
-17.4056,30.50427,353.66,0.33,0.55,2023-10-08,1100,1,VIIRS,n,2.0NRT,316.35,15.78,D
-17.40525,30.50741,367,0.33,0.55,2023-10-08,1100,1,VIIRS,h,2.0NRT,312.25,15.78,D
-17.40511,34.0702,342.6,0.39,0.44,2023-10-08,1100,1,VIIRS,n,2.0NRT,310.17,2.16,D
-17.4048,37.38277,354.3,0.41,0.37,2023-10-08,1100,1,VIIRS,n,2.0NRT,314.16,16.85,D
-17.40441,27.30755,343.42,0.54,0.68,2023-10-08,1100,1,VIIRS,n,2.0NRT,311.7,5.85,D
-17.40343,30.43114,348.95,0.33,0.56,2023-10-08,1100,1,VIIRS,n,2.0NRT,312.75,28.65,D
-17.40308,30.43428,367,0.33,0.55,2023-10-08,1100,1,VIIRS,h,2.0NRT,318.11,28.03,D
-17.40272,33.24003,342.03,0.44,0.46,2023-10-08,1100,1,VIIRS,n,2.0NRT,310.64,5.29,D
-17.40241,31.34002,356.37,0.58,0.52,2023-10-08,1100,1,VIIRS,n,2.0NRT,315.64,21.89,D
-17.40229,35.52942,340.48,0.48,0.4,2023-10-08,1100,1,VIIRS,l,2.0NRT,315.15,5.04,D
-17.40201,34.06237,338.96,0.39,0.44,2023-10-08,1100,1,VIIRS,l,2.0NRT,311.65,5.42,D
-17.40192,37.25624,343.52,0.41,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,315.27,24.69,D
-17.40097,36.01422,347.67,0.46,0.39,2023-10-08,1100,1,VIIRS,l,2.0NRT,317.55,11.32,D
-17.40076,33.39233,346.21,0.43,0.46,2023-10-08,1100,1,VIIRS,n,2.0NRT,314.15,9.51,D
-17.40069,29.81643,336.58,0.37,0.58,2023-10-08,1100,1,VIIRS,l,2.0NRT,309.41,3.09,D
-17.39987,37.61544,339.52,0.4,0.37,2023-10-08,1100,1,VIIRS,n,2.0NRT,307.7,2.61,D
-17.39954,36.76845,342.94,0.43,0.38,2023-10-08,1100,1,VIIRS,l,2.0NRT,314.02,8.02,D
-17.39901,37.57266,334.54,0.4,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,309.09,3.49,D
-17.39892,36.76477,347.92,0.43,0.38,2023-10-08,1100,1,VIIRS,l,2.0NRT,315.73,8.08,D
-17.39854,36.35556,342.41,0.44,0.39,2023-10-08,1100,1,VIIRS,l,2.0NRT,313.45,1.59,D
-17.39835,36.76878,343.38,0.43,0.38,2023-10-08,1100,1,VIIRS,l,2.0NRT,313.65,4.62,D
-17.39828,28.54763,341.89,0.44,0.63,2023-10-08,1100,1,VIIRS,l,2.0NRT,313.16,7.41,D
-17.39793,36.00937,354.33,0.46,0.39,2023-10-08,1100,1,VIIRS,l,2.0NRT,320.46,12.64,D
-17.39762,37.31092,347.23,0.41,0.37,2023-10-08,1100,1,VIIRS,n,2.0NRT,308.14,3.84,D
-17.39736,36.01369,340.19,0.46,0.39,2023-10-08,1100,1,VIIRS,l,2.0NRT,314.24,11.32,D
-17.39697,36.00638,350.46,0.46,0.39,2023-10-08,1100,1,VIIRS,n,2.0NRT,322.73,17.38,D
-17.3966,36.7639,339.23,0.43,0.38,2023-10-08,1100,1,VIIRS,l,2.0NRT,313.38,6.57,D
-17.39638,36.01069,367,0.46,0.39,2023-10-08,1100,1,VIIRS,h,2.0NRT,317.89,17.38,D
-17.39351,34.06481,345.58,0.39,0.44,2023-10-08,1100,1,VIIRS,n,2.0NRT,312.82,10.65,D
-17.39336,36.00587,347.8,0.46,0.39,2023-10-08,1100,1,VIIRS,n,2.0NRT,319.8,17.38,D
-17.39298,27.09369,330.92,0.56,0.69,2023-10-08,1100,1,VIIRS,l,2.0NRT,304.46,2.48,D
-17.39199,37.32586,339.36,0.41,0.37,2023-10-08,1100,1,VIIRS,n,2.0NRT,309.9,3.08,D
-17.39175,37.27847,334.93,0.41,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,309.54,3.91,D
-17.39099,33.23026,346.03,0.44,0.46,2023-10-08,1100,1,VIIRS,n,2.0NRT,310.68,5.88,D
-17.38905,33.45123,341.74,0.42,0.45,2023-10-08,1100,1,VIIRS,l,2.0NRT,314.35,8.66,D
-17.38833,37.27792,342.79,0.41,0.37,2023-10-08,1100,1,VIIRS,n,2.0NRT,310.46,3.91,D
-17.38721,31.17103,336.83,0.59,0.53,2023-10-08,1100,1,VIIRS,n,2.0NRT,309.37,2.58,D
-17.38525,36.68451,352.43,0.43,0.38,2023-10-08,1100,1,VIIRS,n,2.0NRT,312.2,6.7,D
-17.38437,35.49395,343.59,0.49,0.4,2023-10-08,1100,1,VIIRS,n,2.0NRT,312.91,7.09,D
-17.38428,35.96491,343.69,0.46,0.39,2023-10-08,1100,1,VIIRS,l,2.0NRT,317.29,13.9,D
-17.38406,26.84055,337.81,0.58,0.7,2023-10-08,1100,1,VIIRS,n,2.0NRT,309.02,10.84,D
-17.3838,37.28516,338.75,0.41,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,310.28,3.78,D
-17.38357,26.84592,354.6,0.58,0.7,2023-10-08,1100,1,VIIRS,n,2.0NRT,309.71,10.84,D
-17.38308,26.85142,346.75,0.58,0.7,2023-10-08,1100,1,VIIRS,n,2.0NRT,305.55,16.4,D
-17.38268,33.43425,340.57,0.42,0.45,2023-10-08,1100,1,VIIRS,n,2.0NRT,312.14,10.3,D
-17.38258,26.83986,342.55,0.58,0.7,2023-10-08,1100,1,VIIRS,n,2.0NRT,308.82,19.7,D
-17.38218,33.4382,367,0.42,0.45,2023-10-08,1100,1,VIIRS,h,2.0NRT,316.23,10.3,D
-17.38211,37.39502,338.72,0.41,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,311.9,4.45,D
-17.38206,26.84522,367,0.58,0.7,2023-10-08,1100,1,VIIRS,h,2.0NRT,310.67,12.85,D
-17.38168,33.44215,342.14,0.42,0.45,2023-10-08,1100,1,VIIRS,n,2.0NRT,313.87,11.58,D
-17.38153,26.85068,349.83,0.58,0.7,2023-10-08,1100,1,VIIRS,n,2.0NRT,305.04,12.85,D
-17.38137,30.00559,352.87,0.36,0.57,2023-10-08,1100,1,VIIRS,n,2.0NRT,313.26,5.55,D
-17.38119,33.44611,355.8,0.42,0.45,2023-10-08,1100,1,VIIRS,n,2.0NRT,316.27,11.58,D
-17.38112,30.00457,342.33,0.36,0.57,2023-10-08,1100,1,VIIRS,n,2.0NRT,310.31,7.2,D
-17.38026,37.48075,341.09,0.41,0.37,2023-10-08,1100,1,VIIRS,n,2.0NRT,311.93,4.35,D
-17.37862,36.92033,339.53,0.42,0.38,2023-10-08,1100,1,VIIRS,l,2.0NRT,313.41,4.54,D
-17.37776,37.32762,336.41,0.41,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,309.25,3.24,D
-17.37763,26.83991,338.97,0.58,0.7,2023-10-08,1100,1,VIIRS,n,2.0NRT,307.12,10.84,D
-17.37741,35.85291,342.35,0.47,0.39,2023-10-08,1100,1,VIIRS,l,2.0NRT,316.13,5.6,D
-17.37715,26.84532,367,0.58,0.7,2023-10-08,1100,1,VIIRS,h,2.0NRT,307.53,10.84,D
-17.37697,37.62383,340.72,0.4,0.37,2023-10-08,1100,1,VIIRS,n,2.0NRT,309.8,5.85,D
-17.37681,36.92047,344.96,0.42,0.38,2023-10-08,1100,1,VIIRS,l,2.0NRT,314.78,9.4,D
-17.37564,26.84467,367,0.58,0.7,2023-10-08,1100,1,VIIRS,h,2.0NRT,305.31,12.85,D
-17.37462,35.95462,339.05,0.46,0.39,2023-10-08,1100,1,VIIRS,l,2.0NRT,313.54,6.07,D
-17.3746,36.9238,340.71,0.42,0.38,2023-10-08,1100,1,VIIRS,l,2.0NRT,314.24,4.54,D
-17.37434,37.32709,341.57,0.41,0.37,2023-10-08,1100,1,VIIRS,n,2.0NRT,311.2,3.24,D
-17.37379,37.33092,335.98,0.41,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,309.51,3.24,D
-17.37347,35.7446,345.57,0.47,0.4,2023-10-08,1100,1,VIIRS,n,2.0NRT,318.16,10.61,D
-17.37326,34.09538,348.01,0.39,0.44,2023-10-08,1100,1,VIIRS,n,2.0NRT,311.56,10.93,D
-17.37301,31.25398,344.15,0.59,0.53,2023-10-08,1100,1,VIIRS,l,2.0NRT,315.12,12.27,D
-17.37201,37.21993,338.45,0.41,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,313.08,3.95,D
-17.37188,34.10625,343.89,0.39,0.44,2023-10-08,1100,1,VIIRS,n,2.0NRT,311.72,5.01,D
-17.37085,37.64219,333.62,0.4,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,307.06,0.63,D
-17.37049,37.77272,343.77,0.4,0.37,2023-10-08,1100,1,VIIRS,n,2.0NRT,310.26,14.08,D
-17.36822,31.25287,345.43,0.59,0.53,2023-10-08,1100,1,VIIRS,n,2.0NRT,313.23,12.27,D
-17.36676,36.48168,338.96,0.44,0.38,2023-10-08,1100,1,VIIRS,l,2.0NRT,311.02,2.81,D
-17.36658,37.57576,333.73,0.4,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,308.26,2.01,D
-17.36524,36.77621,346.13,0.43,0.38,2023-10-08,1100,1,VIIRS,l,2.0NRT,313.35,9.5,D
-17.36462,37.32165,336.56,0.41,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,310.06,1.64,D
-17.36337,34.42438,340.27,0.55,0.43,2023-10-08,1100,1,VIIRS,l,2.0NRT,312.58,4.22,D
-17.36233,28.37964,367,0.46,0.63,2023-10-08,1100,1,VIIRS,h,2.0NRT,310.49,8.74,D
-17.36218,36.61898,344.11,0.43,0.38,2023-10-08,1100,1,VIIRS,l,2.0NRT,314.25,4.83,D
-17.36141,34.84412,338.55,0.52,0.42,2023-10-08,1100,1,VIIRS,l,2.0NRT,311.4,6.34,D
-17.36101,37.1984,338.78,0.41,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,310.53,4.33,D
-17.36075,36.80816,340.08,0.43,0.38,2023-10-08,1100,1,VIIRS,l,2.0NRT,313.97,4.65,D
-17.35961,36.68896,347.93,0.43,0.38,2023-10-08,1100,1,VIIRS,n,2.0NRT,311.68,5.4,D
-17.35947,37.62497,335.58,0.4,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,306.64,1.64,D
-17.35804,36.85267,339.89,0.42,0.38,2023-10-08,1100,1,VIIRS,l,2.0NRT,311.91,4.51,D
-17.35748,36.85667,351.26,0.42,0.38,2023-10-08,1100,1,VIIRS,n,2.0NRT,313.32,4.51,D
-17.35691,36.86066,341.81,0.42,0.38,2023-10-08,1100,1,VIIRS,l,2.0NRT,310.19,3.85,D
-17.35446,37.24498,341.34,0.41,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,314.62,9.18,D
-17.35275,28.29614,352.56,0.46,0.64,2023-10-08,1100,1,VIIRS,n,2.0NRT,312.02,4.92,D
-17.35237,30.79638,331.78,0.63,0.54,2023-10-08,1100,1,VIIRS,l,2.0NRT,305.54,6.98,D
-17.35227,29.57638,351.58,0.38,0.59,2023-10-08,1100,1,VIIRS,n,2.0NRT,312.04,6.1,D
-17.35206,37.72403,334.72,0.4,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,309.7,3.47,D
-17.35188,29.58013,348.15,0.38,0.59,2023-10-08,1100,1,VIIRS,n,2.0NRT,309.17,6.1,D
-17.35172,30.80222,342.71,0.63,0.54,2023-10-08,1100,1,VIIRS,n,2.0NRT,309.37,6.08,D
-17.35158,37.24058,344.15,0.41,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,314.85,20.46,D
-17.35109,30.8078,331.72,0.63,0.54,2023-10-08,1100,1,VIIRS,l,2.0NRT,306.18,6.08,D
-17.35103,37.24445,338.76,0.41,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,312.46,9.18,D
-17.35056,37.34694,342.1,0.41,0.37,2023-10-08,1100,1,VIIRS,n,2.0NRT,311.72,7,D
-17.35026,36.57551,340.7,0.43,0.38,2023-10-08,1100,1,VIIRS,n,2.0NRT,311.99,2.57,D
-17.34814,36.97279,355.77,0.42,0.38,2023-10-08,1100,1,VIIRS,n,2.0NRT,322.17,48.44,D
-17.34713,37.00486,347.56,0.42,0.38,2023-10-08,1100,1,VIIRS,n,2.0NRT,315.7,6.41,D
-17.34524,36.96831,314.12,0.42,0.38,2023-10-08,1100,1,VIIRS,l,2.0NRT,316.47,31.39,D
-17.34468,36.97227,367,0.42,0.38,2023-10-08,1100,1,VIIRS,l,2.0NRT,327.02,48.44,D
-17.34319,35.50354,345.65,0.48,0.4,2023-10-08,1100,1,VIIRS,n,2.0NRT,313.21,9.91,D
-17.34263,34.33611,337.85,0.56,0.43,2023-10-08,1100,1,VIIRS,l,2.0NRT,311.97,5.09,D
-17.34136,34.31451,345.41,0.56,0.43,2023-10-08,1100,1,VIIRS,n,2.0NRT,313.9,10.15,D
-17.34077,37.16748,341.66,0.41,0.37,2023-10-08,1100,1,VIIRS,n,2.0NRT,313.81,4.22,D
-17.33882,37.38049,337.06,0.41,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,310.98,4.2,D
-17.33838,33.51694,347.8,0.42,0.45,2023-10-08,1100,1,VIIRS,n,2.0NRT,310.2,5.21,D
-17.33817,33.13062,338.66,0.44,0.46,2023-10-08,1100,1,VIIRS,l,2.0NRT,311.51,3.52,D
-17.33788,33.52098,347.5,0.42,0.45,2023-10-08,1100,1,VIIRS,n,2.0NRT,310.03,5.21,D
-17.33773,33.62362,345.28,0.41,0.45,2023-10-08,1100,1,VIIRS,l,2.0NRT,316.42,12.48,D
-17.33769,33.48832,342.51,0.42,0.45,2023-10-08,1100,1,VIIRS,l,2.0NRT,313.05,7.22,D
-17.3372,33.49223,342.44,0.42,0.45,2023-10-08,1100,1,VIIRS,n,2.0NRT,310.1,6.5,D
-17.33679,36.67316,340.05,0.43,0.38,2023-10-08,1100,1,VIIRS,l,2.0NRT,311.7,2.72,D
-17.3364,33.46436,367,0.42,0.45,2023-10-08,1100,1,VIIRS,h,2.0NRT,316.77,19.99,D
-17.33519,35.50694,349.89,0.48,0.4,2023-10-08,1100,1,VIIRS,n,2.0NRT,313.72,12.79,D
-17.33447,33.48001,341.18,0.42,0.45,2023-10-08,1100,1,VIIRS,n,2.0NRT,312.82,7.11,D
-17.3344,36.66456,367,0.43,0.38,2023-10-08,1100,1,VIIRS,h,2.0NRT,314.8,11.73,D
-17.33426,31.68111,343.47,0.55,0.51,2023-10-08,1100,1,VIIRS,n,2.0NRT,309.95,5.66,D
-17.33423,33.51622,354.42,0.42,0.45,2023-10-08,1100,1,VIIRS,n,2.0NRT,313.16,5.21,D
-17.33399,33.4839,346.04,0.42,0.45,2023-10-08,1100,1,VIIRS,n,2.0NRT,313.06,7.04,D
-17.33388,35.57197,340.8,0.48,0.4,2023-10-08,1100,1,VIIRS,l,2.0NRT,315,6.54,D
-17.3301,33.51542,346.75,0.42,0.45,2023-10-08,1100,1,VIIRS,n,2.0NRT,312.22,10.19,D
-17.3298,33.48345,348.68,0.42,0.45,2023-10-08,1100,1,VIIRS,n,2.0NRT,313.05,7.04,D
-17.32956,31.63869,336.15,0.55,0.51,2023-10-08,1100,1,VIIRS,l,2.0NRT,309.88,3.21,D
-17.32942,35.82374,342.79,0.47,0.4,2023-10-08,1100,1,VIIRS,l,2.0NRT,316.24,7.76,D
-17.32925,35.0926,352.74,0.51,0.41,2023-10-08,1100,1,VIIRS,n,2.0NRT,312.89,9.14,D
-17.32923,37.66656,343.17,0.4,0.37,2023-10-08,1100,1,VIIRS,n,2.0NRT,309.49,5.82,D
-17.32903,35.4967,340.47,0.48,0.4,2023-10-08,1100,1,VIIRS,l,2.0NRT,311.85,15.44,D
-17.32861,35.09756,353.41,0.51,0.41,2023-10-08,1100,1,VIIRS,n,2.0NRT,313.02,9.14,D
-17.32827,37.69724,341.82,0.4,0.37,2023-10-08,1100,1,VIIRS,n,2.0NRT,312.55,5.62,D
-17.32781,29.65372,340.84,0.37,0.58,2023-10-08,1100,1,VIIRS,n,2.0NRT,309.54,6.97,D
-17.32611,35.08712,342.67,0.51,0.41,2023-10-08,1100,1,VIIRS,n,2.0NRT,312.6,8.56,D
-17.32607,33.47928,337.45,0.42,0.45,2023-10-08,1100,1,VIIRS,l,2.0NRT,310.9,4.34,D
-17.32595,35.49161,337.57,0.48,0.4,2023-10-08,1100,1,VIIRS,l,2.0NRT,311.5,15.44,D
-17.32561,33.48309,342.91,0.42,0.45,2023-10-08,1100,1,VIIRS,n,2.0NRT,310.35,4.38,D
-17.32533,35.4962,352.56,0.48,0.4,2023-10-08,1100,1,VIIRS,n,2.0NRT,318.16,15.44,D
-17.3237,30.78132,340.67,0.63,0.54,2023-10-08,1100,1,VIIRS,n,2.0NRT,309.13,7.69,D
-17.32304,30.78728,341.56,0.63,0.54,2023-10-08,1100,1,VIIRS,n,2.0NRT,306.29,8.34,D
-17.32276,33.50623,346.96,0.42,0.45,2023-10-08,1100,1,VIIRS,n,2.0NRT,319,25.25,D
-17.32228,33.51014,346.46,0.42,0.45,2023-10-08,1100,1,VIIRS,n,2.0NRT,312.76,25.25,D
-17.32187,33.479,339.72,0.42,0.45,2023-10-08,1100,1,VIIRS,l,2.0NRT,310.89,4.34,D
-17.3215,37.69617,340.11,0.4,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,311.36,6.45,D
-17.32083,37.67682,347.06,0.4,0.37,2023-10-08,1100,1,VIIRS,n,2.0NRT,309.67,8.28,D
-17.32042,37.7037,341.54,0.4,0.37,2023-10-08,1100,1,VIIRS,n,2.0NRT,309.45,6.33,D
-17.31987,37.70746,337.6,0.4,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,309.27,7.71,D
-17.31822,32.84008,339.49,0.46,0.47,2023-10-08,1100,1,VIIRS,l,2.0NRT,311.11,3.76,D
-17.31812,33.50958,349.8,0.42,0.45,2023-10-08,1100,1,VIIRS,n,2.0NRT,313.29,25.25,D
-17.31759,34.31118,351,0.56,0.43,2023-10-08,1100,1,VIIRS,n,2.0NRT,311.97,6.24,D
-17.31716,37.72626,336.5,0.4,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,309.37,2.44,D
-17.31625,36.08625,345.08,0.45,0.39,2023-10-08,1100,1,VIIRS,n,2.0NRT,314.99,6.03,D
-17.31527,37.69136,342.12,0.4,0.37,2023-10-08,1100,1,VIIRS,n,2.0NRT,308.93,15.54,D
-17.31526,24.86391,338.28,0.78,0.78,2023-10-08,1100,1,VIIRS,n,2.0NRT,303.87,11.72,D
-17.3147,34.85467,338.06,0.52,0.42,2023-10-08,1100,1,VIIRS,l,2.0NRT,312.38,6.59,D
-17.3146,35.87939,345.91,0.46,0.39,2023-10-08,1100,1,VIIRS,l,2.0NRT,318.48,7.63,D
-17.31453,29.88297,337.92,0.36,0.57,2023-10-08,1100,1,VIIRS,n,2.0NRT,309.01,2.83,D
-17.3145,29.64938,350.76,0.37,0.58,2023-10-08,1100,1,VIIRS,n,2.0NRT,312.41,3.45,D
-17.31365,37.70264,351.09,0.4,0.37,2023-10-08,1100,1,VIIRS,n,2.0NRT,311.06,4.53,D
-17.31363,34.31062,350.61,0.56,0.43,2023-10-08,1100,1,VIIRS,n,2.0NRT,315.66,33.88,D
-17.31257,37.71016,338.39,0.4,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,309,1.74,D
-17.31253,24.86198,337.58,0.78,0.78,2023-10-08,1100,1,VIIRS,n,2.0NRT,304.78,7.97,D
-17.31243,37.68707,347.65,0.4,0.37,2023-10-08,1100,1,VIIRS,n,2.0NRT,312.87,5.25,D
-17.312,29.64857,367,0.37,0.58,2023-10-08,1100,1,VIIRS,h,2.0NRT,309.18,18.23,D
-17.31066,36.49556,344.82,0.44,0.38,2023-10-08,1100,1,VIIRS,l,2.0NRT,313.32,16.4,D
-17.30951,29.64525,336.52,0.37,0.58,2023-10-08,1100,1,VIIRS,n,2.0NRT,304.71,3.45,D
-17.30948,35.1854,343.24,0.5,0.41,2023-10-08,1100,1,VIIRS,l,2.0NRT,314.27,6.91,D
-17.30923,29.8824,367,0.36,0.57,2023-10-08,1100,1,VIIRS,h,2.0NRT,310.1,7.31,D
-17.30919,37.70964,342.17,0.4,0.37,2023-10-08,1100,1,VIIRS,n,2.0NRT,310.08,4.17,D
-17.30912,29.64879,336.88,0.37,0.58,2023-10-08,1100,1,VIIRS,n,2.0NRT,281.84,3.45,D
-17.30755,36.15023,349.97,0.45,0.39,2023-10-08,1100,1,VIIRS,l,2.0NRT,319.89,19.93,D
-17.30688,37.70159,336.01,0.4,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,310.43,2.12,D
-17.30675,37.09075,339.5,0.42,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,311.2,3.19,D
-17.30644,36.84077,337.55,0.42,0.38,2023-10-08,1100,1,VIIRS,l,2.0NRT,311.74,1.74,D
-17.30634,37.70535,336.86,0.4,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,310.11,4.17,D
-17.30442,36.11944,344.56,0.45,0.39,2023-10-08,1100,1,VIIRS,l,2.0NRT,314.96,6.52,D
-17.30412,36.93373,342.71,0.42,0.38,2023-10-08,1100,1,VIIRS,l,2.0NRT,317.54,6.92,D
-17.3033,37.09022,339.17,0.42,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,312.95,2.85,D
-17.30296,36.84024,350.59,0.42,0.38,2023-10-08,1100,1,VIIRS,n,2.0NRT,313.57,4.9,D
-17.30296,37.70482,338.04,0.4,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,310.77,2.54,D
-17.30285,35.77192,344.93,0.47,0.4,2023-10-08,1100,1,VIIRS,l,2.0NRT,316.5,40.73,D
-17.30263,34.31219,348.84,0.56,0.43,2023-10-08,1100,1,VIIRS,n,2.0NRT,316.33,16.6,D
-17.30109,34.31422,340.7,0.56,0.43,2023-10-08,1100,1,VIIRS,l,2.0NRT,315.58,11,D
-17.30066,36.93321,346.96,0.42,0.38,2023-10-08,1100,1,VIIRS,l,2.0NRT,316.34,6.92,D
-17.29958,37.7043,339.03,0.4,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,311.19,2.54,D
-17.29858,29.0147,367,0.41,0.61,2023-10-08,1100,1,VIIRS,h,2.0NRT,309.42,14.41,D
-17.29845,34.30313,341.39,0.56,0.43,2023-10-08,1100,1,VIIRS,l,2.0NRT,312.59,12.92,D
-17.298,36.27361,344.26,0.45,0.39,2023-10-08,1100,1,VIIRS,n,2.0NRT,312.47,4.7,D
-17.2977,37.76544,341.43,0.4,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,313.22,6.45,D
-17.29742,37.71933,336.58,0.4,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,309.64,1.43,D
-17.29541,34.30582,346.04,0.56,0.43,2023-10-08,1100,1,VIIRS,n,2.0NRT,315.01,10.38,D
-17.29526,37.73436,338.09,0.4,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,309.15,4.01,D
-17.29472,37.73811,337.38,0.4,0.37,2023-10-08,1100,1,VIIRS,n,2.0NRT,309.71,4.01,D
-17.29443,37.37374,347.34,0.41,0.37,2023-10-08,1100,1,VIIRS,n,2.0NRT,317.28,13.67,D
-17.2942,37.10483,342.16,0.42,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,312.38,5.86,D
-17.29358,33.50246,344.87,0.42,0.45,2023-10-08,1100,1,VIIRS,n,2.0NRT,314.69,11.61,D
-17.29334,31.05499,346.21,0.6,0.53,2023-10-08,1100,1,VIIRS,n,2.0NRT,311.04,9.7,D
-17.29286,37.40887,343.42,0.41,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,316.45,7.12,D
-17.2923,33.49924,341.18,0.42,0.45,2023-10-08,1100,1,VIIRS,l,2.0NRT,315.97,13.05,D
-17.2918,33.50314,340.72,0.42,0.45,2023-10-08,1100,1,VIIRS,l,2.0NRT,311.21,7.38,D
-17.29052,36.80176,340.44,0.43,0.38,2023-10-08,1100,1,VIIRS,l,2.0NRT,315.22,3.27,D
-17.29022,36.14335,342.58,0.45,0.39,2023-10-08,1100,1,VIIRS,l,2.0NRT,315.6,6.62,D
-17.28971,35.59327,345.65,0.48,0.4,2023-10-08,1100,1,VIIRS,n,2.0NRT,316.52,8.51,D
-17.28958,37.55602,339.73,0.4,0.37,2023-10-08,1100,1,VIIRS,n,2.0NRT,309.82,3.57,D
-17.28934,36.7738,337.8,0.43,0.38,2023-10-08,1100,1,VIIRS,l,2.0NRT,312.42,1.85,D
-17.28918,36.72466,339.92,0.43,0.38,2023-10-08,1100,1,VIIRS,n,2.0NRT,314.2,3.17,D
-17.28754,33.48236,342.06,0.42,0.45,2023-10-08,1100,1,VIIRS,n,2.0NRT,312.12,8.88,D
-17.28711,33.48594,347.65,0.42,0.45,2023-10-08,1100,1,VIIRS,n,2.0NRT,313.64,15.51,D
-17.28647,35.78295,343.06,0.47,0.4,2023-10-08,1100,1,VIIRS,l,2.0NRT,317.57,4.84,D
-17.28588,30.10218,349.34,0.35,0.57,2023-10-08,1100,1,VIIRS,n,2.0NRT,311.98,31.56,D
-17.28516,30.10889,367,0.35,0.57,2023-10-08,1100,1,VIIRS,h,2.0NRT,311.28,78.99,D
-17.28511,37.11942,347.4,0.42,0.37,2023-10-08,1100,1,VIIRS,n,2.0NRT,314.87,8.41,D
-17.28462,27.32514,338.63,0.54,0.67,2023-10-08,1100,1,VIIRS,l,2.0NRT,310.42,3.43,D
-17.28456,37.12334,337.5,0.41,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,311.97,3.72,D
-17.28417,35.57856,345.05,0.48,0.4,2023-10-08,1100,1,VIIRS,n,2.0NRT,315.34,6.57,D
-17.28407,30.11911,355.09,0.35,0.57,2023-10-08,1100,1,VIIRS,n,2.0NRT,309.13,8.68,D
-17.28398,35.99859,343.72,0.46,0.39,2023-10-08,1100,1,VIIRS,n,2.0NRT,317.43,5.01,D
-17.28364,30.3173,337.24,0.34,0.56,2023-10-08,1100,1,VIIRS,n,2.0NRT,307.91,2.46,D
-17.28344,37.64785,335.95,0.4,0.37,2023-10-08,1100,1,VIIRS,l,2.0NRT,310.72,5.57,D
-17.28337,30.1257,349.52,0.35,0.57,2023-10-08,1100,1,VIIRS,n,2.0NRT,316.34,16.43,D
